description,sales,quantity,avg_price
DIAMANTE BOW BROOCH RED COLOUR,158.75,25,6.35
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,14.85,9,1.65
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,9.899999999999999,6,1.6499999999999997
DIAMANTE HAIR GRIP PACK/2 LT ROSE,14.85,9,1.65
DIAMANTE HAIR GRIP PACK/2 MONTANA,13.2,8,1.65
DIAMANTE HAIR GRIP PACK/2 PERIDOT,9.899999999999999,6,1.6499999999999997
DIAMANTE HAIR GRIP PACK/2 RUBY,16.499999999999996,10,1.6499999999999997
"DIAMANTE HEART SHAPED WALL MIRROR, ",1490.65,267,5.582958801498128
DIAMANTE NECKLACE,15.0,2,7.5
DIAMANTE NECKLACE BLACK ,15.0,2,7.5
DIAMANTE NECKLACE GREEN,22.5,3,7.5
DIAMANTE NECKLACE PURPLE,52.5,7,7.5
DIAMANTE RING ASSORTED IN BOX.,1311.3600000000001,1008,1.300952380952381
DIAMOND LAS VEGAS NECKLACE 45CM,29.75,5,5.95
DINOSAUR HEIGHT CHART STICKER SET,486.75000000000006,165,2.95
DINOSAUR KEYRINGS ASSORTED,1310.25,6354,0.20620868744098206
DINOSAUR LUNCH BOX WITH CUTLERY,2868.7799999999997,1227,2.338044009779951
DINOSAUR PARTY BAG + STICKER SET,1101.44,684,1.6102923976608188
DINOSAURS  WRITING SET ,975.0999999999999,586,1.6639931740614333
DISCO BALL CHRISTMAS DECORATION,1397.04,12618,0.11071802187351402
DISCO BALL ROTATOR BATTERY OPERATED,1034.0,244,4.237704918032787
DO NOT TOUCH MY STUFF DOOR HANGER ,599.79,1171,0.512203245089667
DOCTOR'S BAG SOFT TOY,1640.1799999999998,174,9.426321839080458
DOG AND BALL WALL ART,425.87999999999994,252,1.6899999999999997
DOG BOWL CHASING BALL DESIGN,5220.429999999999,1339,3.8987528005974603
DOG BOWL VINTAGE CREAM,1507.92,354,4.259661016949153
DOG LICENCE WALL ART,2081.64,408,5.102058823529411
DOG TOY WITH PINK CROCHET SKIRT,615.76,164,3.754634146341463
DOGGY RUBBER,40.32,192,0.21
DOILEY BISCUIT TIN,327.6,120,2.73
DOILEY STORAGE TIN,2934.98,1082,2.712550831792976
DOILY THANK YOU CARD,286.62,703,0.4077098150782361
DOLLCRAFT BOY JEAN-PAUL ,373.9,82,4.559756097560975
DOLLCRAFT GIRL AMELIE,178.2,36,4.949999999999999
DOLLCRAFT GIRL AMELIE KIT,294.7,66,4.465151515151515
DOLLCRAFT GIRL NICOLE,336.6,68,4.95
DOLLY CABINET 2 DRAWERS ,412.5,33,12.5
DOLLY CABINET 3 DRAWERS ,762.4499999999999,51,14.95
DOLLY GIRL BABY GIFT SET,6534.049999999999,419,15.594391408114557
DOLLY GIRL CHILDRENS BOWL,1854.8500000000001,1553,1.194365743721829
DOLLY GIRL CHILDRENS CUP,1880.14,1548,1.214560723514212
DOLLY GIRL CHILDRENS EGG CUP,1131.21,904,1.2513384955752214
DOLLY GIRL LUNCH BOX,20104.09,11323,1.775509140687097
DOLLY GIRL MINI BACKPACK,2838.9500000000003,713,3.981697054698458
DOLLY GIRL MINI RUCKSACK,33.2,8,4.15
DOLLY GIRL WALL ART,1055.94,318,3.320566037735849
DOLLY HONEYCOMB GARLAND,403.2,448,0.9
DOLLY MIXTURE CHILDREN'S UMBRELLA,822.38,252,3.2634126984126985
DOLPHIN WINDMILL,2.12,1,2.12
DONKEY TAIL GAME ,189.54000000000002,54,3.5100000000000002
DOOR HANGER  MUM + DADS ROOM,271.15,187,1.45
DOORKNOB CERAMIC IVORY,52.199999999999996,36,1.45
DOORKNOB CRACKED GLAZE BLUE,238.49999999999997,162,1.472222222222222
DOORKNOB CRACKED GLAZE GREEN,19.799999999999997,12,1.6499999999999997
DOORKNOB CRACKED GLAZE IVORY,258.29999999999995,174,1.4844827586206895
DOORKNOB CRACKED GLAZE PINK,19.799999999999997,12,1.6499999999999997
DOORMAT 3 SMILEY CATS,6690.8,1104,6.060507246376812
DOORMAT AIRMAIL ,4887.82,722,6.76983379501385
DOORMAT BLACK FLOCK ,9797.75,1784,5.492012331838565
DOORMAT CHRISTMAS VILLAGE,2991.7,568,5.267077464788732
DOORMAT ENGLISH ROSE ,13447.1,1972,6.819016227180527
DOORMAT FAIRY CAKE,21171.79,3427,6.17793697111176
DOORMAT FANCY FONT HOME SWEET HOME,19149.07,3087,6.203132491091675
DOORMAT HEARTS,19924.66,3268,6.096897184822521
DOORMAT HOME SWEET HOME BLUE ,9619.99,1595,6.031341692789969
DOORMAT I LOVE LONDON,2157.33,327,6.597339449541284
DOORMAT KEEP CALM AND COME IN,35880.85,5338,6.721777819408017
DOORMAT MERRY CHRISTMAS RED ,4340.44,614,7.069120521172638
DOORMAT MULTICOLOUR STRIPE,8045.2699999999995,1418,5.673674188998589
DOORMAT NEIGHBOURHOOD WITCH ,1645.67,253,6.504624505928854
DOORMAT NEW ENGLAND,22783.8,3698,6.161114115738236
DOORMAT PEACE ON EARTH BLUE,3442.04,700,4.9172
DOORMAT RED RETROSPOT,25364.85,3897,6.508814472671285
DOORMAT RESPECTABLE HOUSE,4865.19,729,6.6737860082304525
DOORMAT SPOTTY HOME SWEET HOME,12055.32,1657,7.275389257694629
DOORMAT TOPIARY,5644.46,880,6.414159090909091
DOORMAT UNION FLAG,23622.54,3614,6.5363973436635305
DOORMAT UNION JACK GUNS AND ROSES,6619.41,1157,5.721184096802074
DOORMAT VINTAGE LEAF,3766.57,541,6.962236598890943
DOORMAT VINTAGE LEAVES DESIGN ,2833.7000000000003,426,6.651877934272301
DOORMAT WELCOME PUPPIES,11536.25,2027,5.691292550567341
DOORMAT WELCOME SUNRISE,2260.69,343,6.590932944606414
DOORMAT WELCOME TO OUR HOME,9451.58,1376,6.8688808139534885
DOORSTOP FOOTBALL DESIGN,404.98,134,3.0222388059701495
DOORSTOP RACING CAR DESIGN,232.25,117,1.985042735042735
DOORSTOP RETROSPOT HEART,5919.46,1511,3.917577763070814
DOTCOM POSTAGE,11906.36,16,744.1475
DOTCOMGIFTSHOP TEA TOWEL,19.799999999999997,12,1.6499999999999997
DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,22,4.15
DOUGHNUT LIP GLOSS ,11615.7,9642,1.2046981953951463
DOVE DECORATION PAINTED ZINC ,667.71,2281,0.29272687417799215
DRAGONS BLOOD INCENSE,73.29,349,0.21000000000000002
DRAWER KNOB CERAMIC BLACK,1314.95,935,1.4063636363636365
DRAWER KNOB CERAMIC IVORY,2863.39,2035,1.407071253071253
DRAWER KNOB CERAMIC RED,943.75,679,1.3899116347569955
DRAWER KNOB CRACKLE GLAZE BLUE,1751.7899999999997,1079,1.6235310472659867
DRAWER KNOB CRACKLE GLAZE GREEN,2060.3999999999996,1272,1.6198113207547167
DRAWER KNOB CRACKLE GLAZE IVORY,3348.5999999999995,2076,1.6130057803468205
DRAWER KNOB CRACKLE GLAZE PINK,1967.9999999999998,1216,1.6184210526315788
DRAWER KNOB VINTAGE GLASS BALL,669.61,317,2.1123343848580443
DRAWER KNOB VINTAGE GLASS HEXAGON,596.96,287,2.08
DRAWER KNOB VINTAGE GLASS STAR,1016.97,503,2.021809145129225
DROP DIAMANTE EARRINGS BLACK DIAMON,20.650000000000002,7,2.95
DROP DIAMANTE EARRINGS CRYSTAL,38.35000000000001,13,2.9500000000000006
DROP DIAMANTE EARRINGS GREEN,17.700000000000003,6,2.9500000000000006
DROP DIAMANTE EARRINGS PURPLE,50.150000000000006,17,2.95
DROP EARRINGS W FLOWER & LEAF,5.1,2,2.55
DUSTY PINK CHRISTMAS TREE 30CM,1.25,1,1.25
DUSTY PINK CHRISTMAS TREE 60CM,26.550000000000004,9,2.9500000000000006
EASTER BUNNY GARLAND OF FLOWERS,200.34,477,0.42
EASTER BUNNY HANGING GARLAND,67.5,54,1.25
EASTER BUNNY WITH BASKET ON BACK,68.25,105,0.65
EASTER BUNNY WREATH,138.6,28,4.95
EASTER CRAFT 4 CHICKS ,3355.35,1813,1.8507170435741864
EASTER CRAFT IVY WREATH WITH CHICK,1.95,1,1.95
EASTER DECORATION EGG BUNNY ,654.7,828,0.7907004830917875
EASTER DECORATION HANGING BUNNY,562.7,1860,0.30252688172043013
EASTER DECORATION NATURAL CHICK,331.50000000000006,510,0.6500000000000001
EASTER DECORATION SITTING BUNNY,407.13,501,0.8126347305389221
EASTER TIN BUCKET,931.95,405,2.301111111111111
EASTER TIN BUNNY BOUQUET,1822.7999999999997,1144,1.593356643356643
EASTER TIN CHICKS IN GARDEN,481.79999999999995,292,1.65
EASTER TIN CHICKS PINK DAISY,923.9999999999999,560,1.6499999999999997
EASTER TIN KEEPSAKE,1713.8999999999999,1078,1.5898886827458254
EASTER TREE YELLOW BIRDS,642.6,108,5.95
EAU DE NIL LOVE BIRD CANDLE,353.72,336,1.0527380952380954
EAU DE NILE HEART SHAPE PHOTO FRAME,471.15,303,1.5549504950495048
EAU DE NILE JEWELLED PHOTOFRAME,522.4499999999999,297,1.7590909090909088
EAU DE NILE JEWELLED T-LIGHT HOLDER,63.75,75,0.85
ECONOMY HOLIDAY PURSE,11.8,4,2.95
ECONOMY LUGGAGE TAG,139.56,94,1.4846808510638299
EDWARDIAN DROP EARRINGS JET BLACK,30.0,8,3.75
EDWARDIAN HEART PHOTO FRAME,610.0500000000001,147,4.15
EDWARDIAN PARASOL BLACK,15218.67,2779,5.47631162288593
EDWARDIAN PARASOL NATURAL,20672.91,3822,5.40892464678179
EDWARDIAN PARASOL PINK,4242.26,767,5.530977835723599
EDWARDIAN PARASOL RED,9055.87,1630,5.555748466257669
EDWARDIAN PHOTO FRAME,543.75,87,6.25
EGG CUP HENRIETTA HEN CREAM ,664.52,580,1.1457241379310346
EGG CUP HENRIETTA HEN PINK,233.75,187,1.25
EGG CUP MILKMAID HEIDI,919.52,784,1.1728571428571428
EGG CUP MILKMAID HELGA ,435.0,348,1.25
EGG CUP MILKMAID INGRID,703.51,587,1.1984838160136286
EGG CUP NATURAL CHICKEN,520.48,840,0.6196190476190476
EGG FRYING PAN BLUE ,312.0,150,2.08
EGG FRYING PAN IVORY ,722.5600000000001,358,2.018324022346369
EGG FRYING PAN MINT ,351.52000000000004,169,2.08
EGG FRYING PAN PINK ,415.97,199,2.0903015075376885
EGG FRYING PAN RED ,820.32,405,2.0254814814814814
EIGHT PIECE CREEPY CRAWLIE SET,7.5,6,1.25
EIGHT PIECE DINOSAUR SET,115.0,92,1.25
EIGHT PIECE SNAKE  SET,388.75,311,1.25
ELEPHANT BIRTHDAY CARD ,449.88,1080,0.41655555555555557
ELEPHANT CARNIVAL POUFFE,568.0999999999999,38,14.949999999999998
ELEPHANT CLIP W SUCTION CUP,6.72,16,0.42
"ELEPHANT, BIRTHDAY CARD, ",859.08,2114,0.40637653736991486
ELVIS WALLHANGING / CURTAIN,60.0,48,1.25
EMBOSSED GLASS TEALIGHT HOLDER,2855.59,2368,1.2059079391891891
EMBOSSED HEART TRINKET BOX,444.02000000000004,221,2.0091402714932127
EMBROIDERED RIBBON REEL CLAIRE,755.01,219,3.4475342465753425
EMBROIDERED RIBBON REEL DAISY ,1075.3799999999999,558,1.9272043010752686
EMBROIDERED RIBBON REEL EMILY ,1046.42,524,1.9969847328244277
EMBROIDERED RIBBON REEL RACHEL ,954.9300000000001,357,2.674873949579832
EMBROIDERED RIBBON REEL REBECCA ,860.88,312,2.7592307692307694
EMBROIDERED RIBBON REEL ROSIE,921.46,484,1.9038429752066117
EMBROIDERED RIBBON REEL RUBY ,585.63,165,3.549272727272727
EMBROIDERED RIBBON REEL SALLY ,909.14,458,1.9850218340611354
EMBROIDERED RIBBON REEL SOPHIE  ,1025.01,291,3.5223711340206187
EMBROIDERED RIBBON REEL SUSIE ,1072.96,556,1.9297841726618705
EMERGENCY FIRST AID TIN ,1102.64,890,1.2389213483146069
EMPIRE BIRTHDAY CARD,476.25,1131,0.42108753315649866
EMPIRE DESIGN ROSETTE,3596.4199999999996,4236,0.8490132200188857
EMPIRE GIFT WRAP,1363.0,3350,0.40686567164179105
EMPIRE TISSUE BOX,919.6700000000001,1937,0.4747909137842024
EMPIRE UNION JACK TV DINNER TRAY,2145.8199999999997,810,2.6491604938271602
ENAMEL BLUE RIM BISCUIT BIN,413.95000000000005,89,4.651123595505618
ENAMEL BLUE RIM COFFEE CONTAINER,155.03,147,1.054625850340136
ENAMEL BLUE RIM TEA CONTAINER,9.18,8,1.1475
ENAMEL BOWL PANTRY,30.0,24,1.25
ENAMEL BREAD BIN CREAM,8493.5,711,11.945850914205344
ENAMEL COLANDER CREAM,2086.11,434,4.806705069124424
ENAMEL DINNER PLATE PANTRY,19.799999999999997,12,1.6499999999999997
ENAMEL FIRE BUCKET CREAM,1528.73,221,6.917330316742081
ENAMEL FLOWER JUG CREAM,11421.130000000001,1991,5.73637870416876
ENAMEL JUG PANTRY,30.0,8,3.75
ENAMEL MEASURING JUG CREAM,4916.04,1184,4.152060810810811
ENAMEL MUG PANTRY,15.0,12,1.25
ENAMEL PINK COFFEE CONTAINER,545.38,602,0.9059468438538206
ENAMEL PINK TEA CONTAINER,374.10999999999996,388,0.9642010309278349
ENAMEL WASH BOWL CREAM,2228.05,659,3.3809559939301974
ENAMEL WATERING CAN CREAM,2621.85,539,4.864285714285714
ENCHANTED BIRD COATHANGER 5 HOOK,3470.5400000000004,774,4.4839018087855305
ENCHANTED BIRD PLANT CAGE,595.8000000000001,180,3.3100000000000005
ENGLISH ROSE GARDEN SECATEURS,1825.99,1957,0.9330556974961676
ENGLISH ROSE HOT WATER BOTTLE,5729.66,1414,4.052093352192362
ENGLISH ROSE METAL WASTE BIN,59.0,20,2.95
ENGLISH ROSE NOTEBOOK A6 SIZE,185.1,398,0.4650753768844221
ENGLISH ROSE NOTEBOOK A7 SIZE,1147.0,2729,0.42030047636496887
ENGLISH ROSE SCENTED HANGING FLOWER,365.5,422,0.8661137440758294
ENGLISH ROSE SCENTED HANGING HEART,17.0,4,4.25
ENGLISH ROSE SMALL SCENTED FLOWER,163.2,192,0.85
ENGLISH ROSE SPIRIT LEVEL ,860.88,948,0.9081012658227848
ENVELOPE 50 BLOSSOM IMAGES,491.55,947,0.5190601900739177
ENVELOPE 50 CURIOUS IMAGES,26.17,49,0.5340816326530613
ENVELOPE 50 ROMANTIC IMAGES,5.1,6,0.85
ESSENTIAL BALM 3.5g TIN IN ENVELOPE,383.76,5856,0.0655327868852459
ETCHED GLASS COASTER,722.88,1536,0.470625
EUCALYPTUS & PINECONE  WREATH,1118.65,311,3.596945337620579
FAIRY CAKE BIRTHDAY CANDLE SET,1547.4,428,3.6154205607476637
FAIRY CAKE DESIGN UMBRELLA,1482.87,411,3.607956204379562
FAIRY CAKE FLANNEL ASSORTED COLOUR,17291.57,10070,1.717137040714995
FAIRY CAKE NOTEBOOK A5 SIZE,39.1,46,0.85
FAIRY CAKES NOTEBOOK A6 SIZE,762.99,1272,0.5998349056603773
FAIRY CAKES NOTEBOOK A7 SIZE,655.34,1684,0.38915676959619955
FAIRY DREAMS INCENSE ,212.75,1025,0.2075609756097561
FAIRY SOAP SOAP HOLDER,392.08,232,1.69
FAIRY TALE COTTAGE NIGHT LIGHT,1717.1999999999998,912,1.882894736842105
FAIRY TALE COTTAGE NIGHTLIGHT,3352.7999999999997,2016,1.663095238095238
FAMILY ALBUM WHITE PICTURE FRAME,8408.14,1074,7.828808193668529
FAMILY PHOTO FRAME CORNICE,7636.889999999999,836,9.135035885167463
FAN BLACK FRAME ,41.47,143,0.29
"FANCY FONT BIRTHDAY CARD, ",1895.76,4704,0.40301020408163263
FANCY FONTS BIRTHDAY WRAP,3409.0,8550,0.3987134502923977
FANNY'S REST STOPMETAL SIGN,879.1800000000001,421,2.088313539192399
FAUX FUR CHOCOLATE THROW,1035.75,65,15.934615384615384
FAWN AND MUSHROOM GREETING CARD,45.36,108,0.42
FAWN BLUE HOT WATER BOTTLE,9196.050000000001,2919,3.1504110996916754
"FEATHER PEN,COAL BLACK",1170.8999999999999,2438,0.4802707136997538
"FEATHER PEN,HOT PINK",1758.8899999999999,3573,0.49227260005597534
"FEATHER PEN,LIGHT PINK",941.3399999999999,1924,0.48926195426195423
FELT EGG COSY BLUE RABBIT ,351.62,410,0.857609756097561
FELT EGG COSY CHICKEN,785.12,920,0.8533913043478261
FELT EGG COSY LADYBIRD ,124.83,255,0.4895294117647059
FELT EGG COSY WHITE RABBIT ,442.35999999999996,514,0.8606225680933851
FELT FARM ANIMAL CHICKEN,321.25,257,1.25
FELT FARM ANIMAL HEN,240.96,384,0.6275000000000001
FELT FARM ANIMAL RABBIT,543.9399999999999,722,0.7533795013850415
FELT FARM ANIMAL SHEEP,194.39,283,0.6868904593639575
FELT FARM ANIMAL WHITE BUNNY ,517.07,1391,0.37172537742631206
FELT TOADSTOOL  SMALL,460.7,542,0.85
FELT TOADSTOOL LARGE,706.02,594,1.1885858585858586
FELTCRAFT 6 FLOWER FRIENDS,11549.59,5882,1.9635481128867733
FELTCRAFT BOY JEAN-PAUL KIT,1711.23,349,4.9032378223495705
FELTCRAFT BUTTERFLY HEARTS,8308.75,6123,1.3569737056998203
FELTCRAFT CHRISTMAS FAIRY,7658.93,1881,4.07173312068049
FELTCRAFT CUSHION BUTTERFLY,9632.98,2692,3.578372956909361
FELTCRAFT CUSHION OWL,11756.8,3277,3.5876716509002136
FELTCRAFT CUSHION RABBIT,10672.31,3012,3.543263612217795
FELTCRAFT DOLL EMILY,3711.5000000000005,1294,2.868238021638331
FELTCRAFT DOLL MARIA,553.1,194,2.8510309278350516
FELTCRAFT DOLL MOLLY,11748.24,4464,2.631774193548387
FELTCRAFT DOLL ROSIE,4702.120000000001,1648,2.8532281553398064
FELTCRAFT GIRL AMELIE KIT,4799.38,982,4.887352342158859
FELTCRAFT GIRL NICOLE KIT,3169.79,645,4.914403100775194
FELTCRAFT HAIRBAND PINK AND BLUE,676.5999999999999,796,0.8499999999999999
FELTCRAFT HAIRBAND PINK AND PURPLE,716.28,828,0.8650724637681159
FELTCRAFT HAIRBAND RED AND BLUE,715.6999999999999,842,0.8499999999999999
FELTCRAFT HAIRBANDS PINK AND WHITE ,711.6099999999999,817,0.8710036719706241
FELTCRAFT PRINCESS CHARLOTTE DOLL,8022.76,2210,3.6302081447963803
FELTCRAFT PRINCESS LOLA DOLL,7095.69,1945,3.6481696658097684
FELTCRAFT PRINCESS OLIVIA DOLL,5434.85,1511,3.5968563864990077
FENG SHUI PILLAR CANDLE,630.23,3317,0.19
FILIGREE DIAMANTE EARRINGS,34.0,8,4.25
FILIGREE HEART BIRD WHITE ,1726.3,1397,1.2357193987115247
FILIGREE HEART BUTTERFLY WHITE ,1947.06,1592,1.2230276381909548
FILIGREE HEART DAISY WHITE,1478.59,1199,1.233185988323603
FILIGRIS HEART WITH BUTTERFLY,4540.38,3778,1.2017946003176283
FINE SILVER NECKLACE W PASTEL FLOWE,63.75,13,4.903846153846154
FINE WICKER HEART ,2982.02,2506,1.1899521149241818
FIRE POLISHED GLASS BRACELET BLACK,3.75,1,3.75
FIRE POLISHED GLASS BRACELET GREEN,52.5,14,3.75
FIRE POLISHED GLASS BRACELET MONTAN,22.5,6,3.75
FIRE POLISHED GLASS BRACELET RED,22.5,6,3.75
FIRE POLISHED GLASS NECKL BRONZE,17.85,3,5.95
FIRE POLISHED GLASS NECKL GOLD,5.95,1,5.95
FIRST AID TIN,3530.35,1129,3.1269707705934455
FIRST CLASS HOLIDAY PURSE ,40.97,11,3.7245454545454546
FIRST CLASS LUGGAGE TAG ,126.69,105,1.2065714285714286
FIRST CLASS PASSPORT COVER ,137.74,66,2.086969696969697
FIVE CATS HANGING DECORATION,503.37000000000006,171,2.943684210526316
FIVE HEART HANGING DECORATION,1161.0000000000002,396,2.9318181818181825
FLAG OF ST GEORGE ,37.95,23,1.6500000000000001
FLAG OF ST GEORGE CAR FLAG,10.5,25,0.42
FLAG OF ST GEORGE CHAIR,179.35,37,4.847297297297297
FLAMES SUNGLASSES PINK LENSES,84.44999999999999,47,1.7968085106382976
FLOOR CUSHION ELEPHANT CARNIVAL,461.3,54,8.542592592592593
FLOOR LAMP SHADE WOOD BASE,287.74,32,8.991875
FLORAL BATHROOM SET,75.0,20,3.75
FLORAL BLUE MONSTER,21.25,5,4.25
FLORAL FOLK STATIONERY SET,1927.3500000000001,1360,1.4171691176470589
FLORAL PINK MONSTER,135.0,36,3.75
FLORAL SOFT CAR TOY,120.0,32,3.75
FLOWER BLUE CLOCK WITH SUCKER,33.64,116,0.29
FLOWER BURST SILVER RING CRYSTAL,37.5,10,3.75
FLOWER FAIRY 5 DRAWER LINERS,150.45,59,2.55
FLOWER FAIRY 5 SUMMER DRAW LINERS,15.299999999999999,6,2.55
FLOWER FAIRY INCENSE BOUQUET,32.349999999999994,61,0.530327868852459
"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",267.75,105,2.55
FLOWER GARLAND NECKLACE RED,47.7,6,7.95
"FLOWER GLASS GARLAND NECKL.36""BLACK",87.45,11,7.95
"FLOWER GLASS GARLAND NECKL.36""BLUE",47.7,6,7.95
"FLOWER GLASS GARLAND NECKL.36""GREEN",31.8,4,7.95
"FLOWER GLASS GARLD NECKL36""AMETHYST",55.650000000000006,7,7.950000000000001
"FLOWER GLASS GARLD NECKL36""TURQUOIS",31.8,4,7.95
FLOWER PURPLE CLOCK W/SUCKER,4.25,5,0.85
FLOWER PURPLE CLOCK WITH SUCKER,4.35,15,0.29
FLOWER SHOP DESIGN MUG,1.65,1,1.65
FLOWER VINE RAFFIA FOOD COVER,1271.13,336,3.7831250000000005
FLOWERS  STICKERS,191.04999999999998,211,0.9054502369668246
FLOWERS CHANDELIER T-LIGHT HOLDER,2770.91,863,3.2107879490150637
FLOWERS HANDBAG blue and orange,61.25,49,1.25
FLOWERS TILE COASTER,322.88,966,0.33424430641821945
FLOWERS TILE HOOK,71.82000000000001,57,1.2600000000000002
FLUTED ANTIQUE CANDLE HOLDER,1867.9099999999999,2289,0.8160375709916994
FLYING PIG WATERING CAN,426.3,186,2.291935483870968
FOLDING BUTTERFLY MIRROR HOT PINK ,1427.16,1838,0.7764744287268771
FOLDING BUTTERFLY MIRROR IVORY ,597.78,735,0.8133061224489796
FOLDING BUTTERFLY MIRROR RED  ,961.28,1252,0.7677955271565495
FOLDING CAMPING SCISSOR W/KNIF & S,3.5999999999999996,30,0.11999999999999998
FOLDING MIRROR HOT PINK ,118.91999999999999,156,0.7623076923076922
FOLDING MIRROR IVORY ,14.939999999999998,18,0.8299999999999998
FOLDING MIRROR RED  ,14.939999999999998,18,0.8299999999999998
FOLDING SHOE TIDY,8.850000000000001,3,2.9500000000000006
FOLDING UMBRELLA BLACKBLUE POLKADOT,601.22,120,5.010166666666667
FOLDING UMBRELLA CHOCOLATE POLKADOT,430.06,87,4.9432183908045975
FOLDING UMBRELLA CREAM POLKADOT,677.5,138,4.909420289855072
FOLDING UMBRELLA PINKWHITE POLKADOT,412.41,84,4.909642857142858
FOLDING UMBRELLA RED/WHITE POLKADOT,1129.63,228,4.95451754385965
FOLDING UMBRELLA WHITE/RED POLKADOT,420.1,86,4.884883720930233
"FOLK ART GREETING CARD,pack/12",64.9,22,2.95
FOLK ART METAL HEART T-LIGHT HOLDER,52.760000000000005,145,0.36386206896551726
FOLK ART METAL STAR T-LIGHT HOLDER,150.54000000000002,381,0.3951181102362205
FOLK FELT HANGING MULTICOL GARLAND,90.0,24,3.75
FOLKART CHRISTMAS TREE T-LIGHT HOLD,10.260000000000002,27,0.38000000000000006
FOLKART CLIP ON STARS,245.61,621,0.3955072463768116
FOLKART HEART NAPKIN RINGS,181.87,181,1.0048066298342542
FOLKART STAR CHRISTMAS DECORATIONS,1281.1599999999999,3016,0.424787798408488
FOLKART ZINC HEART CHRISTMAS DEC,2127.39,2679,0.7940985442329227
FOLKART ZINC STAR CHRISTMAS DEC,10.2,12,0.85
FOOD CONTAINER SET 3 LOVE HEART ,3358.72,1884,1.78276008492569
"FOOD COVER WITH BEADS , SET 2 SIZES",11.25,3,3.75
FOOD COVER WITH BEADS SET 2 ,3545.17,977,3.6286284544524054
FOOD/DRINK SPONGE STICKERS,256.2,1220,0.21
FOOT STOOL HOME SWEET HOME ,4069.9,434,9.377649769585254
FORKED CACTUS CANDLE,272.98,92,2.9671739130434784
FOUR HOOK  WHITE LOVEBIRDS,2904.8700000000003,1416,2.0514618644067797
FOUR RABBIT EASTER DECORATIONS,83.75,67,1.25
FRAPPUCINO SCARF KNITTING KIT,413.83,307,1.3479804560260586
FREESTYLE CANVAS ART PICTURE,39.65,41,0.9670731707317073
FRENCH BATHROOM SIGN BLUE METAL,2227.62,1382,1.6118813314037626
FRENCH BLUE METAL DOOR SIGN 0,678.15,543,1.2488950276243094
FRENCH BLUE METAL DOOR SIGN 1,1301.14,1038,1.2535067437379577
FRENCH BLUE METAL DOOR SIGN 2,1092.51,874,1.2500114416475971
FRENCH BLUE METAL DOOR SIGN 3,939.93,750,1.25324
FRENCH BLUE METAL DOOR SIGN 4,809.32,646,1.2528173374613003
FRENCH BLUE METAL DOOR SIGN 5,929.97,743,1.25164199192463
FRENCH BLUE METAL DOOR SIGN 6,785.57,627,1.252902711323764
FRENCH BLUE METAL DOOR SIGN 7,773.11,618,1.2509870550161812
FRENCH BLUE METAL DOOR SIGN 8,720.57,575,1.2531652173913044
FRENCH BLUE METAL DOOR SIGN 9,576.9,462,1.2487012987012986
FRENCH BLUE METAL DOOR SIGN No,997.2,859,1.160884749708964
FRENCH CARRIAGE LANTERN,858.9000000000001,132,6.506818181818183
FRENCH CHATEAU LARGE FRUIT BOWL ,19.5,10,1.95
FRENCH CHATEAU LARGE PLATTER ,160.5,70,2.2928571428571427
FRENCH CHATEAU OVAL PLATTER,29.25,15,1.95
FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,24,2.15
FRENCH ENAMEL CANDLEHOLDER,3087.5200000000004,1541,2.003582089552239
FRENCH ENAMEL POT W LID,1227.41,549,2.2357194899817854
FRENCH ENAMEL UTENSIL HOLDER,122.75,37,3.3175675675675675
FRENCH ENAMEL WATER BASIN,771.21,290,2.659344827586207
FRENCH FLORAL CUSHION COVER ,541.75,605,0.8954545454545455
FRENCH GARDEN SIGN BLUE METAL,956.83,769,1.2442522756827048
FRENCH KITCHEN SIGN BLUE METAL,1420.14,1173,1.210690537084399
FRENCH LATTICE CUSHION COVER ,337.71999999999997,396,0.8528282828282827
FRENCH LAUNDRY SIGN BLUE METAL,1463.6599999999999,918,1.594400871459695
FRENCH LAVENDER SCENT HEART,846.6,965,0.8773056994818653
FRENCH PAISLEY CUSHION COVER,141.1,170,0.83
FRENCH PAISLEY CUSHION COVER ,411.84,452,0.911150442477876
FRENCH STYLE EMBOSSED HEART CABINET,485.9,23,21.12608695652174
FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,0.2972882805816937
FRENCH STYLE STORAGE JAR CAFE ,819.4599999999999,1982,0.41345105953582234
FRENCH STYLE STORAGE JAR JAM,114.85,317,0.36230283911671923
FRENCH TOILET SIGN BLUE METAL,1531.71,1270,1.2060708661417323
FRENCH WC SIGN BLUE METAL,2192.74,1753,1.250849971477467
FRESHWATER PEARL BRACELET GOLD,7.6499999999999995,3,2.55
FRIDGE MAGNETS LA VIE EN ROSE,963.3,1170,0.8233333333333333
FRIDGE MAGNETS LES ENFANTS ASSORTED,1031.85,1269,0.8131205673758864
FRIDGE MAGNETS US DINER ASSORTED,1226.3999999999999,1482,0.8275303643724695
FROG CANDLE,76.25,61,1.25
FROG KING WATERING CAN,26.55,9,2.95
FROG SOCK PUPPET,44.25000000000001,15,2.9500000000000006
